date,demand,temperature
2020-08-08 03:00:00,12094,17.8
2020-08-08 04:00:00,12118,17.6
2020-08-08 05:00:00,12228,18.4
2020-08-08 06:00:00,12778,17.9
2020-08-08 07:00:00,13594,19.8
2020-08-08 08:00:00,14446,22.5
2020-08-08 09:00:00,15265,24.1
2020-08-08 10:00:00,16122,24.9
2020-08-08 11:00:00,16667,25.2
2020-08-08 12:00:00,17016,26.5
2020-08-08 13:00:00,17231,26.0
2020-08-08 14:00:00,17579,26.1
2020-08-08 15:00:00,18028,27.4
2020-08-08 16:00:00,18605,27.0
2020-08-08 17:00:00,18767,26.5
2020-08-08 18:00:00,18292,25.4
2020-08-08 19:00:00,17543,24.6
2020-08-08 20:00:00,17032,23.4
2020-08-08 21:00:00,16204,23.3
2020-08-08 22:00:00,14987,21.9
2020-08-08 23:00:00,13904,21.8
2020-08-09 00:00:00,13084,21.7
2020-08-09 01:00:00,12600,21.4
2020-08-09 02:00:00,12287,22.4
2020-08-09 03:00:00,12051,21.2
2020-08-09 04:00:00,12094,20.8
2020-08-09 05:00:00,12200,20.8
2020-08-09 06:00:00,12696,21.1
2020-08-09 07:00:00,13643,21.5
2020-08-09 08:00:00,14834,22.4
2020-08-09 09:00:00,15950,24.5
2020-08-09 10:00:00,16997,26.7
2020-08-09 11:00:00,17872,26.2
2020-08-09 12:00:00,18221,26.1
2020-08-09 13:00:00,18502,27.9
2020-08-09 14:00:00,19003,27.6
2020-08-09 15:00:00,19864,26.2
2020-08-09 16:00:00,20502,26.4
2020-08-09 17:00:00,20676,26.6
2020-08-09 18:00:00,20167,25.9
2020-08-09 19:00:00,19956,26.2
2020-08-09 20:00:00,19569,25.9
2020-08-09 21:00:00,18435,25.7
2020-08-09 22:00:00,17030,26.1
2020-08-09 23:00:00,15862,25.3
2020-08-10 00:00:00,14964,24.4
2020-08-10 01:00:00,14371,23.3
2020-08-10 02:00:00,13989,23.9
2020-08-10 03:00:00,13903,23.5
2020-08-10 04:00:00,14190,22.6
2020-08-10 05:00:00,15027,21.8
2020-08-10 06:00:00,16234,21.8
2020-08-10 07:00:00,18003,23.3
2020-08-10 08:00:00,19168,24.4
2020-08-10 09:00:00,20609,
2020-08-10 10:00:00,21444,
2020-08-10 11:00:00,22051,
2020-08-10 12:00:00,22566,28.7
2020-08-10 13:00:00,22671,30.4
2020-08-10 14:00:00,22888,31.4
2020-08-10 15:00:00,23389,31.7
2020-08-10 16:00:00,23767,30.2
2020-08-10 17:00:00,23823,29.4
2020-08-10 18:00:00,23337,29.0
2020-08-10 19:00:00,22534,27.4
2020-08-10 20:00:00,21638,26.6
2020-08-10 21:00:00,20139,25.2
2020-08-10 22:00:00,18423,24.9
2020-08-10 23:00:00,16920,24.6
2020-08-11 00:00:00,15857,25.0
2020-08-11 01:00:00,15281,24.6
2020-08-11 02:00:00,14954,24.0
2020-08-11 03:00:00,15047,23.8
2020-08-11 04:00:00,15060,23.3
2020-08-11 05:00:00,15869,23.9
2020-08-11 06:00:00,17011,24.2
2020-08-11 07:00:00,18308,23.8
2020-08-11 08:00:00,18954,24.4
2020-08-11 09:00:00,20240,25.6
2020-08-11 10:00:00,20834,27.7
2020-08-11 11:00:00,21136,27.4
2020-08-11 12:00:00,21307,28.8
2020-08-11 13:00:00,21508,28.5
2020-08-11 14:00:00,21499,29.1
2020-08-11 15:00:00,21830,28.7
2020-08-11 16:00:00,21980,28.9
2020-08-11 17:00:00,21771,28.5
2020-08-11 18:00:00,21120,27.3
2020-08-11 19:00:00,20276,26.1
2020-08-11 20:00:00,19330,25.1
2020-08-11 21:00:00,17686,23.9
2020-08-11 22:00:00,16032,21.4
2020-08-11 23:00:00,14905,20.4
2020-08-12 00:00:00,14001,19.1
2020-08-12 01:00:00,13385,18.2
2020-08-12 02:00:00,13053,17.6
2020-08-12 03:00:00,12882,17.8
2020-08-12 04:00:00,13005,17.2
2020-08-12 05:00:00,13709,16.7
2020-08-12 06:00:00,14608,16.8
2020-08-12 07:00:00,15847,20.1
2020-08-12 08:00:00,16669,22.7
2020-08-12 09:00:00,17532,25.0
2020-08-12 10:00:00,18331,25.8
2020-08-12 11:00:00,18991,25.6
2020-08-12 12:00:00,19355,26.8
2020-08-12 13:00:00,19903,27.8
2020-08-12 14:00:00,20384,28.6
2020-08-12 15:00:00,21345,29.4
2020-08-12 16:00:00,21913,28.8
2020-08-12 17:00:00,22078,27.9
2020-08-12 18:00:00,21783,27.0
2020-08-12 19:00:00,20770,25.1
2020-08-12 20:00:00,20177,24.2
2020-08-12 21:00:00,18760,22.6
2020-08-12 22:00:00,17083,22.2
2020-08-12 23:00:00,15764,22.4
2020-08-13 00:00:00,14716,21.1
2020-08-13 01:00:00,13966,21.4
2020-08-13 02:00:00,13548,21.8
2020-08-13 03:00:00,13503,21.6
2020-08-13 04:00:00,13730,21.3
2020-08-13 05:00:00,14332,21.0
2020-08-13 06:00:00,15244,21.5
2020-08-13 07:00:00,16496,21.9
2020-08-13 08:00:00,17538,23.8
2020-08-13 09:00:00,18602,25.4
2020-08-13 10:00:00,19311,27.1
2020-08-13 11:00:00,20027,27.0
2020-08-13 12:00:00,20602,28.2
2020-08-13 13:00:00,21121,28.8
2020-08-13 14:00:00,21415,28.9
2020-08-13 15:00:00,21867,29.1
2020-08-13 16:00:00,22323,28.0
2020-08-13 17:00:00,22058,27.2
2020-08-13 18:00:00,21635,27.3
2020-08-13 19:00:00,20793,27.4
2020-08-13 20:00:00,20268,26.0
2020-08-13 21:00:00,18823,24.3
2020-08-13 22:00:00,17098,23.7
2020-08-13 23:00:00,15748,24.3
2020-08-14 00:00:00,14719,24.4
2020-08-14 01:00:00,13935,23.7
2020-08-14 02:00:00,13521,23.3
2020-08-14 03:00:00,13359,23.1
2020-08-14 04:00:00,13611,23.2
2020-08-14 05:00:00,14226,22.4
2020-08-14 06:00:00,15281,22.0
2020-08-14 07:00:00,16737,23.0
2020-08-14 08:00:00,17839,24.6
2020-08-14 09:00:00,18458,25.8
2020-08-14 10:00:00,19083,26.1
2020-08-14 11:00:00,19465,27.1
2020-08-14 12:00:00,19953,27.8
2020-08-14 13:00:00,20211,28.0
2020-08-14 14:00:00,20404,27.5
2020-08-14 15:00:00,20623,27.5
2020-08-14 16:00:00,21155,27.2
2020-08-14 17:00:00,21265,26.5
2020-08-14 18:00:00,20746,25.9
2020-08-14 19:00:00,19780,25.4
2020-08-14 20:00:00,18826,24.0
2020-08-14 21:00:00,17683,24.3
2020-08-14 22:00:00,16308,22.2
2020-08-14 23:00:00,14919,22.5
2020-08-15 00:00:00,14000,21.9
2020-08-15 01:00:00,13311,22.2
2020-08-15 02:00:00,13066,20.9
2020-08-15 03:00:00,12820,20.7
2020-08-15 04:00:00,12791,20.6
2020-08-15 05:00:00,12854,20.3
2020-08-15 06:00:00,13358,19.9
2020-08-15 07:00:00,14343,20.0
2020-08-15 08:00:00,15379,21.7
2020-08-15 09:00:00,16300,22.6
2020-08-15 10:00:00,17276,24.0
2020-08-15 11:00:00,18038,24.7
2020-08-15 12:00:00,18529,25.4
2020-08-15 13:00:00,18908,26.1
2020-08-15 14:00:00,19391,26.4
2020-08-15 15:00:00,19668,26.2
2020-08-15 16:00:00,20055,25.2
2020-08-15 17:00:00,20043,25.0
2020-08-15 18:00:00,19364,24.5
2020-08-15 19:00:00,18891,23.9
2020-08-15 20:00:00,18399,23.8
2020-08-15 21:00:00,17324,24.0
2020-08-15 22:00:00,16118,23.4
2020-08-15 23:00:00,15063,22.5
2020-08-16 00:00:00,14128,22.6
2020-08-16 01:00:00,13612,22.2
2020-08-16 02:00:00,13188,22.6
2020-08-16 03:00:00,12985,22.3
2020-08-16 04:00:00,12638,21.7
2020-08-16 05:00:00,12612,21.1
2020-08-16 06:00:00,12923,20.9
2020-08-16 07:00:00,13829,22.0
2020-08-16 08:00:00,14830,23.0
2020-08-16 09:00:00,15912,23.3
2020-08-16 10:00:00,16286,22.7
2020-08-16 11:00:00,16570,24.1
2020-08-16 12:00:00,16464,21.4
2020-08-16 13:00:00,16488,22.2
2020-08-16 14:00:00,16750,23.5
2020-08-16 15:00:00,17166,23.7
2020-08-16 16:00:00,18051,24.2
2020-08-16 17:00:00,18221,24.6
2020-08-16 18:00:00,17850,23.5
2020-08-16 19:00:00,17426,23.0
2020-08-16 20:00:00,17168,23.1
2020-08-16 21:00:00,16031,21.8
2020-08-16 22:00:00,15043,21.0
2020-08-16 23:00:00,13968,20.5
2020-08-17 00:00:00,13382,19.7
2020-08-17 01:00:00,12955,19.2
2020-08-17 02:00:00,12541,19.2
2020-08-17 03:00:00,12499,18.1
2020-08-17 04:00:00,12897,18.0
2020-08-17 05:00:00,13480,17.4
2020-08-17 06:00:00,14154,17.5
2020-08-17 07:00:00,15188,18.5
2020-08-17 08:00:00,16258,20.2
2020-08-17 09:00:00,17029,22.8
2020-08-17 10:00:00,17386,24.6
2020-08-17 11:00:00,18054,24.7
2020-08-17 12:00:00,18379,25.5
2020-08-17 13:00:00,18389,25.9
2020-08-17 14:00:00,17760,22.7
2020-08-17 15:00:00,18124,18.4
2020-08-17 16:00:00,18509,18.3
2020-08-17 17:00:00,18566,19.8
2020-08-17 18:00:00,18015,20.3
2020-08-17 19:00:00,17648,19.4
2020-08-17 20:00:00,17251,19.4
2020-08-17 21:00:00,16067,18.8
2020-08-17 22:00:00,14749,18.4
2020-08-17 23:00:00,13744,19.8
